State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
ID,Idaho,2017,January,12 month-ending,Number of Deaths,"13,479",100,0.0667705319,*Likely underreported due to incomplete data
ID,Idaho,2017,February,12 month-ending,Number of Deaths,"13,530",100,0.066518847,*Likely underreported due to incomplete data
ID,Idaho,2017,March,12 month-ending,Number of Deaths,"13,601",100,0.066171605,*Likely underreported due to incomplete data
ID,Idaho,2017,April,12 month-ending,Number of Deaths,"13,619",100,0.0660841471,*Likely underreported due to incomplete data
ID,Idaho,2017,May,12 month-ending,Number of Deaths,"13,588",100,0.073594348,*Likely underreported due to incomplete data
ID,Idaho,2017,June,12 month-ending,Number of Deaths,"13,581",100,0.0589058243,*Likely underreported due to incomplete data
ID,Idaho,2017,July,12 month-ending,Number of Deaths,"13,622",100,0.0587285274,*Likely underreported due to incomplete data
ID,Idaho,2017,August,12 month-ending,Number of Deaths,"13,657",100,0.0585780186,*Likely underreported due to incomplete data
ID,Idaho,2017,September,12 month-ending,Number of Deaths,"13,770",100,0.058097313,*Likely underreported due to incomplete data
ID,Idaho,2015,January,12 month-ending,Number of Drug Overdose Deaths,209,100,0,
ID,Idaho,2015,February,12 month-ending,Number of Drug Overdose Deaths,206,100,0,
ID,Idaho,2015,March,12 month-ending,Number of Drug Overdose Deaths,216,100,0,
ID,Idaho,2015,April,12 month-ending,Number of Drug Overdose Deaths,219,100,0.0078412922,
ID,Idaho,2015,May,12 month-ending,Number of Drug Overdose Deaths,213,100,0.0077827068,
ID,Idaho,2015,June,12 month-ending,Number of Drug Overdose Deaths,217,100,0.0077936248,
ID,Idaho,2015,July,12 month-ending,Number of Drug Overdose Deaths,220,100,0.0077417357,
ID,Idaho,2015,August,12 month-ending,Number of Drug Overdose Deaths,218,100,0.007790589,
ID,Idaho,2015,September,12 month-ending,Number of Drug Overdose Deaths,214,100,0.0078235018,
ID,Idaho,2015,October,12 month-ending,Number of Drug Overdose Deaths,215,100,0.0077567484,
ID,Idaho,2015,November,12 month-ending,Number of Drug Overdose Deaths,209,100,0.0232468036,
ID,Idaho,2015,December,12 month-ending,Number of Drug Overdose Deaths,214,100,0.0308000308,
ID,Idaho,2016,January,12 month-ending,Number of Drug Overdose Deaths,214,100,0.0309789343,
ID,Idaho,2016,February,12 month-ending,Number of Drug Overdose Deaths,215,100,0.0308000308,
ID,Idaho,2016,March,12 month-ending,Number of Drug Overdose Deaths,212,100,0.030684259,
ID,Idaho,2016,April,12 month-ending,Number of Drug Overdose Deaths,209,100,0.022913007,
ID,Idaho,2016,May,12 month-ending,Number of Drug Overdose Deaths,212,100,0.0228466987,
ID,Idaho,2016,June,12 month-ending,Number of Drug Overdose Deaths,216,100,0.0453823463,
ID,Idaho,2016,July,12 month-ending,Number of Drug Overdose Deaths,218,100,0.0453583308,
ID,Idaho,2016,August,12 month-ending,Number of Drug Overdose Deaths,217,100,0.0451705187,
ID,Idaho,2016,September,12 month-ending,Number of Drug Overdose Deaths,218,100,0.04536176,
ID,Idaho,2016,October,12 month-ending,Number of Drug Overdose Deaths,229,100,0.0454373343,
ID,Idaho,2016,November,12 month-ending,Number of Drug Overdose Deaths,235,100,0.0682335102,
ID,Idaho,2016,December,12 month-ending,Number of Drug Overdose Deaths,228,100,0.0676844401,
ID,Idaho,2017,January,12 month-ending,Number of Drug Overdose Deaths,226,100,0.0667705319,*Likely underreported due to incomplete data
ID,Idaho,2017,February,12 month-ending,Number of Drug Overdose Deaths,232,100,0.066518847,*Likely underreported due to incomplete data
ID,Idaho,2017,March,12 month-ending,Number of Drug Overdose Deaths,231,100,0.066171605,*Likely underreported due to incomplete data
ID,Idaho,2017,April,12 month-ending,Number of Drug Overdose Deaths,235,100,0.0660841471,*Likely underreported due to incomplete data
ID,Idaho,2017,May,12 month-ending,Number of Drug Overdose Deaths,241,100,0.073594348,*Likely underreported due to incomplete data
ID,Idaho,2017,June,12 month-ending,Number of Drug Overdose Deaths,232,100,0.0589058243,*Likely underreported due to incomplete data
ID,Idaho,2017,July,12 month-ending,Number of Drug Overdose Deaths,235,100,0.0587285274,*Likely underreported due to incomplete data
ID,Idaho,2017,August,12 month-ending,Number of Drug Overdose Deaths,236,100,0.0585780186,*Likely underreported due to incomplete data
ID,Idaho,2017,September,12 month-ending,Number of Drug Overdose Deaths,241,100,0.058097313,*Likely underreported due to incomplete data
IL,Illinois,2015,January,12 month-ending,Number of Deaths,"103,054",100,0.0252294913,
IL,Illinois,2015,February,12 month-ending,Number of Deaths,"103,174",100,0.0252001473,
IL,Illinois,2015,March,12 month-ending,Number of Deaths,"103,679",100,0.0250774024,
IL,Illinois,2015,April,12 month-ending,Number of Deaths,"104,256",100,0.0230202578,
IL,Illinois,2015,May,12 month-ending,Number of Deaths,"104,525",100,0.0258311409,
IL,Illinois,2015,June,12 month-ending,Number of Deaths,"104,648",100,0.0248451953,
IL,Illinois,2015,July,12 month-ending,Number of Deaths,"104,977",100,0.0257199196,
IL,Illinois,2015,August,12 month-ending,Number of Deaths,"105,266",100,0.0265992818,
IL,Illinois,2015,September,12 month-ending,Number of Deaths,"105,207",100,0.0266141987,
IL,Illinois,2015,October,12 month-ending,Number of Deaths,"105,465",100,0.0293936377,
IL,Illinois,2015,November,12 month-ending,Number of Deaths,"105,252",100,0.029453122,
IL,Illinois,2015,December,12 month-ending,Number of Deaths,"103,953",100,0.02404933,
IL,Illinois,2016,January,12 month-ending,Number of Deaths,"103,132",100,0.02521041,
IL,Illinois,2016,February,12 month-ending,Number of Deaths,"103,656",100,0.0250829667,
IL,Illinois,2016,March,12 month-ending,Number of Deaths,"103,543",100,0.0251103406,
IL,Illinois,2016,April,12 month-ending,Number of Deaths,"103,291",100,0.0261397411,
IL,Illinois,2016,May,12 month-ending,Number of Deaths,"103,228",100,0.0242182354,
IL,Illinois,2016,June,12 month-ending,Number of Deaths,"103,275",100,0.0251755023,
IL,Illinois,2016,July,12 month-ending,Number of Deaths,"103,249",100,0.025181842,
IL,Illinois,2016,August,12 month-ending,Number of Deaths,"103,292",100,0.0280757464,
IL,Illinois,2016,September,12 month-ending,Number of Deaths,"103,368",100,0.0270876867,
IL,Illinois,2016,October,12 month-ending,Number of Deaths,"103,256",100,0.0242116681,
IL,Illinois,2016,November,12 month-ending,Number of Deaths,"103,309",100,0.0251672168,
IL,Illinois,2016,December,12 month-ending,Number of Deaths,"104,091",100,0.0268995398,
IL,Illinois,2017,January,12 month-ending,Number of Deaths,"104,762",100,0.0248181593,*Likely underreported due to incomplete data
IL,Illinois,2017,February,12 month-ending,Number of Deaths,"104,986",100,0.0266702227,*Likely underreported due to incomplete data
IL,Illinois,2017,March,12 month-ending,Number of Deaths,"105,376",100,0.027520498,*Likely underreported due to incomplete data
IL,Illinois,2017,April,12 month-ending,Number of Deaths,"105,558",100,0.0312624339,*Likely underreported due to incomplete data
IN,Indiana,2015,April,12 month-ending,Number of Drug Overdose Deaths,"1,208",100,0.0299902137,
IL,Illinois,2017,May,12 month-ending,Number of Deaths,"105,624",100,0.0302961448,*Likely underreported due to incomplete data
IL,Illinois,2017,June,12 month-ending,Number of Deaths,"105,671",100,0.0340680035,*Likely underreported due to incomplete data
IL,Illinois,2017,July,12 month-ending,Number of Deaths,"105,605",100,0.040717769,*Likely underreported due to incomplete data
IL,Illinois,2017,August,12 month-ending,Number of Deaths,"105,636",100,0.0435457609,*Likely underreported due to incomplete data
IL,Illinois,2017,September,12 month-ending,Number of Deaths,"105,959",100,0.0500193471,*Likely underreported due to incomplete data
IL,Illinois,2015,January,12 month-ending,Number of Drug Overdose Deaths,"1,652",100,0.0252294913,
IL,Illinois,2015,February,12 month-ending,Number of Drug Overdose Deaths,"1,657",100,0.0252001473,
IL,Illinois,2015,March,12 month-ending,Number of Drug Overdose Deaths,"1,688",100,0.0250774024,
IL,Illinois,2015,April,12 month-ending,Number of Drug Overdose Deaths,"1,735",100,0.0230202578,
IL,Illinois,2015,May,12 month-ending,Number of Drug Overdose Deaths,"1,782",100,0.0258311409,
IL,Illinois,2015,June,12 month-ending,Number of Drug Overdose Deaths,"1,766",100,0.0248451953,
IL,Illinois,2015,July,12 month-ending,Number of Drug Overdose Deaths,"1,761",100,0.0257199196,
IL,Illinois,2015,August,12 month-ending,Number of Drug Overdose Deaths,"1,793",100,0.0265992818,
IL,Illinois,2015,September,12 month-ending,Number of Drug Overdose Deaths,"1,813",100,0.0266141987,
IL,Illinois,2015,October,12 month-ending,Number of Drug Overdose Deaths,"1,847",100,0.0293936377,
IL,Illinois,2015,November,12 month-ending,Number of Drug Overdose Deaths,"1,860",100,0.029453122,
IL,Illinois,2015,December,12 month-ending,Number of Drug Overdose Deaths,"1,864",100,0.02404933,
IL,Illinois,2016,January,12 month-ending,Number of Drug Overdose Deaths,"1,893",100,0.02521041,
IL,Illinois,2016,February,12 month-ending,Number of Drug Overdose Deaths,"1,958",100,0.0250829667,
IL,Illinois,2016,March,12 month-ending,Number of Drug Overdose Deaths,"2,025",100,0.0251103406,
IL,Illinois,2016,April,12 month-ending,Number of Drug Overdose Deaths,"2,097",100,0.0261397411,
IL,Illinois,2016,May,12 month-ending,Number of Drug Overdose Deaths,"2,129",100,0.0242182354,
IL,Illinois,2016,June,12 month-ending,Number of Drug Overdose Deaths,"2,213",100,0.0251755023,
IL,Illinois,2016,July,12 month-ending,Number of Drug Overdose Deaths,"2,261",100,0.025181842,
IL,Illinois,2016,August,12 month-ending,Number of Drug Overdose Deaths,"2,275",100,0.0280757464,
IL,Illinois,2016,September,12 month-ending,Number of Drug Overdose Deaths,"2,319",100,0.0270876867,
IL,Illinois,2016,October,12 month-ending,Number of Drug Overdose Deaths,"2,297",100,0.0242116681,
IL,Illinois,2016,November,12 month-ending,Number of Drug Overdose Deaths,"2,333",100,0.0251672168,
IL,Illinois,2016,December,12 month-ending,Number of Drug Overdose Deaths,"2,427",100,0.0268995398,
IL,Illinois,2017,January,12 month-ending,Number of Drug Overdose Deaths,"2,524",100,0.0248181593,*Likely underreported due to incomplete data
IL,Illinois,2017,February,12 month-ending,Number of Drug Overdose Deaths,"2,553",100,0.0266702227,*Likely underreported due to incomplete data
IL,Illinois,2017,March,12 month-ending,Number of Drug Overdose Deaths,"2,543",100,0.027520498,*Likely underreported due to incomplete data
IL,Illinois,2017,April,12 month-ending,Number of Drug Overdose Deaths,"2,512",100,0.0312624339,*Likely underreported due to incomplete data
IL,Illinois,2017,May,12 month-ending,Number of Drug Overdose Deaths,"2,472",100,0.0302961448,*Likely underreported due to incomplete data
IL,Illinois,2017,June,12 month-ending,Number of Drug Overdose Deaths,"2,461",100,0.0340680035,*Likely underreported due to incomplete data
IL,Illinois,2017,July,12 month-ending,Number of Drug Overdose Deaths,"2,485",100,0.040717769,*Likely underreported due to incomplete data
KS,Kansas,2015,September,12 month-ending,Number of Deaths,"25,920",100,0.0347222222,
IL,Illinois,2017,August,12 month-ending,Number of Drug Overdose Deaths,"2,557",100,0.0435457609,*Likely underreported due to incomplete data
IL,Illinois,2017,September,12 month-ending,Number of Drug Overdose Deaths,"2,646",100,0.0500193471,*Likely underreported due to incomplete data
IN,Indiana,2015,January,12 month-ending,Number of Deaths,"62,174",100,0.0337761765,
IN,Indiana,2015,February,12 month-ending,Number of Deaths,"62,377",100,0.0336662552,
IN,Indiana,2015,March,12 month-ending,Number of Deaths,"62,886",100,0.030213402,
IN,Indiana,2015,April,12 month-ending,Number of Deaths,"63,354",100,0.0299902137,
IN,Indiana,2015,May,12 month-ending,Number of Deaths,"63,491",100,0.0315005276,
IN,Indiana,2015,June,12 month-ending,Number of Deaths,"63,517",100,0.0330620149,
IN,Indiana,2015,July,12 month-ending,Number of Deaths,"63,570",100,0.0330344502,
IN,Indiana,2015,August,12 month-ending,Number of Deaths,"63,694",100,0.0282601187,
IN,Indiana,2015,September,12 month-ending,Number of Deaths,"63,837",100,0.0250638345,
IN,Indiana,2015,October,12 month-ending,Number of Deaths,"63,829",100,0.0235002898,
IN,Indiana,2015,November,12 month-ending,Number of Deaths,"63,655",100,0.025135496,
IN,Indiana,2015,December,12 month-ending,Number of Deaths,"63,255",100,0.0173899296,
IN,Indiana,2016,January,12 month-ending,Number of Deaths,"62,610",100,0.0175690784,
IN,Indiana,2016,February,12 month-ending,Number of Deaths,"62,863",100,0.0159076086,
IN,Indiana,2016,March,12 month-ending,Number of Deaths,"62,968",100,0.0158810825,
IN,Indiana,2016,April,12 month-ending,Number of Deaths,"62,811",100,0.0143287004,
IN,Indiana,2016,May,12 month-ending,Number of Deaths,"62,632",100,0.0127730234,
IN,Indiana,2016,June,12 month-ending,Number of Deaths,"62,648",100,0.0095773209,
IN,Indiana,2016,July,12 month-ending,Number of Deaths,"62,795",100,0.0095549009,
IN,Indiana,2016,August,12 month-ending,Number of Deaths,"62,933",100,0.0095339488,
IN,Indiana,2016,September,12 month-ending,Number of Deaths,"62,891",100,0.0095403158,
IN,Indiana,2016,October,12 month-ending,Number of Deaths,"63,185",100,0.0047479623,
IN,Indiana,2016,November,12 month-ending,Number of Deaths,"63,580",100,0.0047184649,
IN,Indiana,2016,December,12 month-ending,Number of Deaths,"64,051",100,0.0062450235,
IN,Indiana,2017,January,12 month-ending,Number of Deaths,"64,519",100,0.0061997241,*Likely underreported due to incomplete data
IN,Indiana,2017,February,12 month-ending,Number of Deaths,"64,805",100,0.0077154541,*Likely underreported due to incomplete data
IN,Indiana,2017,March,12 month-ending,Number of Deaths,"65,113",100,0.0076789581,*Likely underreported due to incomplete data
IN,Indiana,2017,April,12 month-ending,Number of Deaths,"65,349",100,0.0107117171,*Likely underreported due to incomplete data
IN,Indiana,2017,May,12 month-ending,Number of Deaths,"65,585",100,0.0167721278,*Likely underreported due to incomplete data
IN,Indiana,2017,June,12 month-ending,Number of Deaths,"65,894",100,0.0166934774,*Likely underreported due to incomplete data
IN,Indiana,2017,July,12 month-ending,Number of Deaths,"65,936",100,0.0197160883,*Likely underreported due to incomplete data
IN,Indiana,2017,August,12 month-ending,Number of Deaths,"65,932",100,0.0227507129,*Likely underreported due to incomplete data
IN,Indiana,2017,September,12 month-ending,Number of Deaths,"66,082",100,0.0226990709,*Likely underreported due to incomplete data
IN,Indiana,2015,January,12 month-ending,Number of Drug Overdose Deaths,"1,162",100,0.0337761765,
IN,Indiana,2015,February,12 month-ending,Number of Drug Overdose Deaths,"1,151",100,0.0336662552,
IN,Indiana,2015,March,12 month-ending,Number of Drug Overdose Deaths,"1,193",100,0.030213402,
IN,Indiana,2015,May,12 month-ending,Number of Drug Overdose Deaths,"1,203",100,0.0315005276,
IN,Indiana,2015,June,12 month-ending,Number of Drug Overdose Deaths,"1,217",100,0.0330620149,
IN,Indiana,2015,July,12 month-ending,Number of Drug Overdose Deaths,"1,207",100,0.0330344502,
IN,Indiana,2015,August,12 month-ending,Number of Drug Overdose Deaths,"1,221",100,0.0282601187,
IN,Indiana,2015,September,12 month-ending,Number of Drug Overdose Deaths,"1,210",100,0.0250638345,
IN,Indiana,2015,October,12 month-ending,Number of Drug Overdose Deaths,"1,205",100,0.0235002898,
IN,Indiana,2015,November,12 month-ending,Number of Drug Overdose Deaths,"1,218",100,0.025135496,
IN,Indiana,2015,December,12 month-ending,Number of Drug Overdose Deaths,"1,232",100,0.0173899296,
IN,Indiana,2016,January,12 month-ending,Number of Drug Overdose Deaths,"1,228",100,0.0175690784,
IN,Indiana,2016,February,12 month-ending,Number of Drug Overdose Deaths,"1,259",100,0.0159076086,
IN,Indiana,2016,March,12 month-ending,Number of Drug Overdose Deaths,"1,264",100,0.0158810825,
IN,Indiana,2016,April,12 month-ending,Number of Drug Overdose Deaths,"1,285",100,0.0143287004,
IN,Indiana,2016,May,12 month-ending,Number of Drug Overdose Deaths,"1,321",100,0.0127730234,
IN,Indiana,2016,June,12 month-ending,Number of Drug Overdose Deaths,"1,354",100,0.0095773209,
IN,Indiana,2016,July,12 month-ending,Number of Drug Overdose Deaths,"1,383",100,0.0095549009,
IN,Indiana,2016,August,12 month-ending,Number of Drug Overdose Deaths,"1,421",100,0.0095339488,
IN,Indiana,2016,September,12 month-ending,Number of Drug Overdose Deaths,"1,434",100,0.0095403158,
IN,Indiana,2016,October,12 month-ending,Number of Drug Overdose Deaths,"1,441",100,0.0047479623,
IN,Indiana,2016,November,12 month-ending,Number of Drug Overdose Deaths,"1,469",100,0.0047184649,
IN,Indiana,2016,December,12 month-ending,Number of Drug Overdose Deaths,"1,506",100,0.0062450235,
IN,Indiana,2017,January,12 month-ending,Number of Drug Overdose Deaths,"1,576",100,0.0061997241,*Likely underreported due to incomplete data
IN,Indiana,2017,February,12 month-ending,Number of Drug Overdose Deaths,"1,629",100,0.0077154541,*Likely underreported due to incomplete data
IN,Indiana,2017,March,12 month-ending,Number of Drug Overdose Deaths,"1,664",100,0.0076789581,*Likely underreported due to incomplete data
IN,Indiana,2017,April,12 month-ending,Number of Drug Overdose Deaths,"1,700",100,0.0107117171,*Likely underreported due to incomplete data
IN,Indiana,2017,May,12 month-ending,Number of Drug Overdose Deaths,"1,719",100,0.0167721278,*Likely underreported due to incomplete data
IN,Indiana,2017,June,12 month-ending,Number of Drug Overdose Deaths,"1,718",100,0.0166934774,*Likely underreported due to incomplete data
IN,Indiana,2017,July,12 month-ending,Number of Drug Overdose Deaths,"1,775",100,0.0197160883,*Likely underreported due to incomplete data
IN,Indiana,2017,August,12 month-ending,Number of Drug Overdose Deaths,"1,759",100,0.0227507129,*Likely underreported due to incomplete data
IN,Indiana,2017,September,12 month-ending,Number of Drug Overdose Deaths,"1,798",100,0.0226990709,*Likely underreported due to incomplete data
KS,Kansas,2015,January,12 month-ending,Number of Deaths,"25,208",100,0.0317359568,
KS,Kansas,2015,February,12 month-ending,Number of Deaths,"25,320",100,0.0315955766,
KS,Kansas,2015,March,12 month-ending,Number of Deaths,"25,392",100,0.0315059861,
KS,Kansas,2015,April,12 month-ending,Number of Deaths,"25,392",100,0.0354442344,
KS,Kansas,2015,May,12 month-ending,Number of Deaths,"25,456",100,0.0353551226,
KS,Kansas,2015,June,12 month-ending,Number of Deaths,"25,657",100,0.0350781463,
KS,Kansas,2015,July,12 month-ending,Number of Deaths,"25,803",100,0.0310041468,
KS,Kansas,2015,August,12 month-ending,Number of Deaths,"25,885",100,0.0347691713,
KS,Kansas,2015,October,12 month-ending,Number of Deaths,"26,017",100,0.0345927663,
KS,Kansas,2015,November,12 month-ending,Number of Deaths,"25,935",100,0.0424137266,
KS,Kansas,2015,December,12 month-ending,Number of Deaths,"25,863",100,0.0541313846,
KS,Kansas,2016,January,12 month-ending,Number of Deaths,"25,598",100,0.0625048832,
KS,Kansas,2016,February,12 month-ending,Number of Deaths,"25,507",100,0.0627278786,
KS,Kansas,2016,March,12 month-ending,Number of Deaths,"25,415",100,0.0629549479,
KS,Kansas,2016,April,12 month-ending,Number of Deaths,"25,463",100,0.0589090052,
KS,Kansas,2016,May,12 month-ending,Number of Deaths,"25,400",100,0.062992126,
KS,Kansas,2016,June,12 month-ending,Number of Deaths,"25,353",100,0.0631089023,
KS,Kansas,2016,July,12 month-ending,Number of Deaths,"25,292",100,0.071168749,
KS,Kansas,2016,August,12 month-ending,Number of Deaths,"25,308",100,0.0592697961,
KS,Kansas,2016,September,12 month-ending,Number of Deaths,"25,223",100,0.0555048963,
KS,Kansas,2016,October,12 month-ending,Number of Deaths,"25,174",100,0.055612934,
KS,Kansas,2016,November,12 month-ending,Number of Deaths,"25,296",100,0.0592979127,
KS,Kansas,2016,December,12 month-ending,Number of Deaths,"25,489",100,0.0431558712,
KS,Kansas,2017,January,12 month-ending,Number of Deaths,"25,719",100,0.0505462887,*Likely underreported due to incomplete data
KS,Kansas,2017,February,12 month-ending,Number of Deaths,"25,935",100,0.0578368999,*Likely underreported due to incomplete data
KS,Kansas,2017,March,12 month-ending,Number of Deaths,"26,132",100,0.0612276137,*Likely underreported due to incomplete data
KS,Kansas,2017,April,12 month-ending,Number of Deaths,"26,136",100,0.061218243,*Likely underreported due to incomplete data
KS,Kansas,2017,May,12 month-ending,Number of Deaths,"26,153",100,0.0802967155,*Likely underreported due to incomplete data
KS,Kansas,2017,June,12 month-ending,Number of Deaths,"26,081",100,0.1150262643,*Likely underreported due to incomplete data
KS,Kansas,2017,July,12 month-ending,Number of Deaths,"26,135",100,0.1262674574,*Likely underreported due to incomplete data
KS,Kansas,2017,August,12 month-ending,Number of Deaths,"26,012",100,0.1383976626,*Likely underreported due to incomplete data
KS,Kansas,2017,September,12 month-ending,Number of Deaths,"26,085",100,0.1610120759,*Likely underreported due to incomplete data
KS,Kansas,2015,January,12 month-ending,Number of Drug Overdose Deaths,312,100,0.0317359568,
KS,Kansas,2015,February,12 month-ending,Number of Drug Overdose Deaths,308,100,0.0315955766,
KS,Kansas,2015,March,12 month-ending,Number of Drug Overdose Deaths,323,100,0.0315059861,
KS,Kansas,2015,April,12 month-ending,Number of Drug Overdose Deaths,332,100,0.0354442344,
KS,Kansas,2015,May,12 month-ending,Number of Drug Overdose Deaths,337,100,0.0353551226,
KS,Kansas,2015,June,12 month-ending,Number of Drug Overdose Deaths,330,100,0.0350781463,
KS,Kansas,2015,July,12 month-ending,Number of Drug Overdose Deaths,328,100,0.0310041468,
KS,Kansas,2015,August,12 month-ending,Number of Drug Overdose Deaths,337,100,0.0347691713,
KS,Kansas,2015,September,12 month-ending,Number of Drug Overdose Deaths,334,100,0.0347222222,
KS,Kansas,2015,October,12 month-ending,Number of Drug Overdose Deaths,334,100,0.0345927663,
KS,Kansas,2015,November,12 month-ending,Number of Drug Overdose Deaths,328,100,0.0424137266,
KS,Kansas,2015,December,12 month-ending,Number of Drug Overdose Deaths,323,100,0.0541313846,
KS,Kansas,2016,January,12 month-ending,Number of Drug Overdose Deaths,313,100,0.0625048832,
KS,Kansas,2016,February,12 month-ending,Number of Drug Overdose Deaths,317,100,0.0627278786,
KS,Kansas,2016,March,12 month-ending,Number of Drug Overdose Deaths,313,100,0.0629549479,
KS,Kansas,2016,April,12 month-ending,Number of Drug Overdose Deaths,312,100,0.0589090052,
KS,Kansas,2016,May,12 month-ending,Number of Drug Overdose Deaths,305,100,0.062992126,
KS,Kansas,2016,June,12 month-ending,Number of Drug Overdose Deaths,319,100,0.0631089023,
KS,Kansas,2016,July,12 month-ending,Number of Drug Overdose Deaths,320,100,0.071168749,
KS,Kansas,2016,August,12 month-ending,Number of Drug Overdose Deaths,320,100,0.0592697961,
KS,Kansas,2016,September,12 month-ending,Number of Drug Overdose Deaths,315,100,0.0555048963,
KS,Kansas,2016,October,12 month-ending,Number of Drug Overdose Deaths,312,100,0.055612934,
KS,Kansas,2016,November,12 month-ending,Number of Drug Overdose Deaths,315,100,0.0592979127,
KS,Kansas,2016,December,12 month-ending,Number of Drug Overdose Deaths,313,100,0.0431558712,
KS,Kansas,2017,January,12 month-ending,Number of Drug Overdose Deaths,326,100,0.0505462887,*Likely underreported due to incomplete data
KS,Kansas,2017,February,12 month-ending,Number of Drug Overdose Deaths,323,100,0.0578368999,*Likely underreported due to incomplete data
KS,Kansas,2017,March,12 month-ending,Number of Drug Overdose Deaths,321,100,0.0612276137,*Likely underreported due to incomplete data
KS,Kansas,2017,April,12 month-ending,Number of Drug Overdose Deaths,315,100,0.061218243,*Likely underreported due to incomplete data
KS,Kansas,2017,May,12 month-ending,Number of Drug Overdose Deaths,315,100,0.0802967155,*Likely underreported due to incomplete data
KS,Kansas,2017,June,12 month-ending,Number of Drug Overdose Deaths,298,100,0.1150262643,*Likely underreported due to incomplete data
KS,Kansas,2017,July,12 month-ending,Number of Drug Overdose Deaths,307,100,0.1262674574,*Likely underreported due to incomplete data
KS,Kansas,2017,August,12 month-ending,Number of Drug Overdose Deaths,293,100,0.1383976626,*Likely underreported due to incomplete data
KS,Kansas,2017,September,12 month-ending,Number of Drug Overdose Deaths,299,100,0.1610120759,*Likely underreported due to incomplete data
KY,Kentucky,2015,January,12 month-ending,Number of Deaths,"44,911",100,0.015586382,
KY,Kentucky,2015,February,12 month-ending,Number of Deaths,"45,331",100,0.0154419713,
KY,Kentucky,2015,March,12 month-ending,Number of Deaths,"45,453",100,0.0154005236,
KY,Kentucky,2015,April,12 month-ending,Number of Deaths,"45,635",100,0.0153391038,
KY,Kentucky,2015,May,12 month-ending,Number of Deaths,"45,852",100,0.0174474396,
KY,Kentucky,2015,June,12 month-ending,Number of Deaths,"45,839",100,0.0174523877,
KY,Kentucky,2015,July,12 month-ending,Number of Deaths,"45,917",100,0.017422741,
KY,Kentucky,2015,August,12 month-ending,Number of Deaths,"45,990",100,0.0152207002,
KY,Kentucky,2015,September,12 month-ending,Number of Deaths,"46,169",100,0.0108297776,
KY,Kentucky,2015,October,12 month-ending,Number of Deaths,"46,372",100,0.0107823687,
KY,Kentucky,2015,November,12 month-ending,Number of Deaths,"46,396",100,0.0064660747,
KY,Kentucky,2015,December,12 month-ending,Number of Deaths,"46,195",100,0.0043294729,
KY,Kentucky,2016,January,12 month-ending,Number of Deaths,"45,819",100,0.0021825007,
KY,Kentucky,2016,February,12 month-ending,Number of Deaths,"45,854",100,0.0021808348,
KY,Kentucky,2016,March,12 month-ending,Number of Deaths,"46,039",100,0.0021720715,
KY,Kentucky,2016,April,12 month-ending,Number of Deaths,"46,307",100,0.0043190014,
KY,Kentucky,2016,May,12 month-ending,Number of Deaths,"46,269",100,0.0021612743,
KY,Kentucky,2016,June,12 month-ending,Number of Deaths,"46,456",100,0.0021525745,
KY,Kentucky,2016,July,12 month-ending,Number of Deaths,"46,593",100,0.0021462451,
KY,Kentucky,2016,August,12 month-ending,Number of Deaths,"46,769",100,0.0021381684,
KY,Kentucky,2016,September,12 month-ending,Number of Deaths,"47,052",100,0.0021253082,
KY,Kentucky,2016,October,12 month-ending,Number of Deaths,"47,070",100,0.0042489909,
KY,Kentucky,2016,November,12 month-ending,Number of Deaths,"47,283",100,0.0105746251,
KY,Kentucky,2016,December,12 month-ending,Number of Deaths,"47,606",100,0.0105028778,
KY,Kentucky,2017,January,12 month-ending,Number of Deaths,"47,838",100,0.0125423304,*Likely underreported due to incomplete data
KY,Kentucky,2017,February,12 month-ending,Number of Deaths,"47,923",100,0.0125200843,*Likely underreported due to incomplete data
KY,Kentucky,2017,March,12 month-ending,Number of Deaths,"48,016",100,0.0124958347,*Likely underreported due to incomplete data
KY,Kentucky,2017,April,12 month-ending,Number of Deaths,"48,041",100,0.012489332,*Likely underreported due to incomplete data
KY,Kentucky,2017,May,12 month-ending,Number of Deaths,"48,129",100,0.0145442457,*Likely underreported due to incomplete data
KY,Kentucky,2017,June,12 month-ending,Number of Deaths,"48,245",100,0.0165820292,*Likely underreported due to incomplete data
KY,Kentucky,2017,July,12 month-ending,Number of Deaths,"48,215",100,0.0165923468,*Likely underreported due to incomplete data
KY,Kentucky,2017,August,12 month-ending,Number of Deaths,"48,129",100,0.0186997444,*Likely underreported due to incomplete data
KY,Kentucky,2017,September,12 month-ending,Number of Deaths,"47,991",100,0.0187535163,*Likely underreported due to incomplete data
KY,Kentucky,2015,January,12 month-ending,Number of Drug Overdose Deaths,"1,101",100,0.015586382,
KY,Kentucky,2015,February,12 month-ending,Number of Drug Overdose Deaths,"1,121",100,0.0154419713,
KY,Kentucky,2015,March,12 month-ending,Number of Drug Overdose Deaths,"1,152",100,0.0154005236,
KY,Kentucky,2015,April,12 month-ending,Number of Drug Overdose Deaths,"1,172",100,0.0153391038,
KY,Kentucky,2015,May,12 month-ending,Number of Drug Overdose Deaths,"1,185",100,0.0174474396,
KY,Kentucky,2015,June,12 month-ending,Number of Drug Overdose Deaths,"1,198",100,0.0174523877,
KY,Kentucky,2015,July,12 month-ending,Number of Drug Overdose Deaths,"1,211",100,0.017422741,
